1,2,0,0
2,3,0,0
3,4,0,0
4,5,0,0
5,6,15,7
7,8,0,0
8,9,16,10
10,11,0,0
11,12,0,0
12,13,0,0
13,14,0,0
14,1,0,0
17,18,19,48
19,20,21,0
21,22,0,0
22,23,24,0
24,25,26,0
26,17,0,0
27,28,29,49
29,30,31,0
31,32,0,0
32,33,34,0
34,27,0,0
35,36,37,0
37,35,0,0
38,39,0,0
39,40,0,0
40,41,42,0
42,43,0,0
43,44,0,0
44,45,0,0
45,46,0,0
46,47,0,0
47,38,0,0
